Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes
2025-05-16,Friday,Jaydev Vihar,Sunny,None,70,65,None,0,0.0
2025-05-10,Saturday,Airport Road,Sunny,None,55,57,None,0,0.0
2025-01-31,Friday,Jaydev Vihar,Foggy,None,95,100,Accident,25,20.0
2025-03-09,Sunday,Khandagiri,Rainy,None,98,96,Bad Roads,5,4.0
2025-01-07,Tuesday,Rasulgarh,Sunny,None,75,77,None,0,0.0
2025-04-22,Tuesday,Jaydev Vihar,Sunny,None,70,71,None,0,0.0
2025-09-07,Sunday,Jaydev Vihar,Sunny,None,85,85,None,0,0.0
2025-03-03,Monday,Jaydev Vihar,Sunny,None,70,70,None,0,0.0
2025-02-28,Friday,Kalpana Square,Humid,None,75,72,Political Rally,15,12.0
2025-05-17,Saturday,Jaydev Vihar,Cloudy,None,78,76,None,0,0.0
2025-07-30,Wednesday,Rasulgarh,Cloudy,None,92,95,Political Rally,13,10.4
2025-01-22,Wednesday,Master Canteen,Sunny,None,80,75,None,0,0.0
2025-05-22,Thursday,Kalpana Square,Humid,None,65,69,None,0,0.0
2025-05-04,Sunday,Jaydev Vihar,Sunny,None,75,71,None,0,0.0
2025-07-20,Sunday,Jaydev Vihar,Foggy,Rath Yatra,100,98,None,0,0.0
2025-04-01,Tuesday,Jaydev Vihar,Foggy,None,77,82,None,0,0.0
2025-07-13,Sunday,Rasulgarh,Cloudy,Rath Yatra,108,100,None,0,0.0
2025-07-22,Tuesday,Jaydev Vihar,Sunny,Rath Yatra,103,100,Construction Work,6,4.8
2025-01-28,Tuesday,Kalpana Square,Humid,None,65,61,None,0,0.0
2025-01-10,Friday,Airport Road,Rainy,None,69,66,None,0,0.0
2025-05-25,Sunday,Khandagiri,Cloudy,None,71,74,None,0,0.0
2025-06-30,Monday,Rasulgarh,Rainy,None,105,100,Construction Work,6,4.8
2025-06-02,Monday,Jaydev Vihar,Foggy,None,87,86,Political Rally,15,12.0
2025-08-12,Tuesday,Master Canteen,Humid,None,80,80,None,0,0.0
2025-08-14,Thursday,Rasulgarh,Rainy,None,93,98,None,0,0.0
2025-01-18,Saturday,Jaydev Vihar,Rainy,None,91,94,None,0,0.0
2025-01-25,Saturday,Rasulgarh,Rainy,None,98,93,None,0,0.0
2025-04-12,Saturday,Khandagiri,Rainy,None,84,81,None,0,0.0
2025-01-19,Sunday,Jaydev Vihar,Humid,None,99,95,Accident,20,16.0
2025-07-05,Saturday,Rasulgarh,Cloudy,None,101,100,Sports Event,12,9.6
2025-07-01,Tuesday,Jaydev Vihar,Humid,None,89,84,VIP Convoy,16,12.8
2025-03-04,Tuesday,Airport Road,Sunny,Holi,70,68,None,0,0.0
2025-07-03,Thursday,Khandagiri,Sunny,Rath Yatra,78,83,None,0,0.0
2025-06-14,Saturday,Kalpana Square,Foggy,None,92,96,VIP Convoy,15,12.0
2025-05-02,Friday,Rasulgarh,Foggy,None,82,86,None,0,0.0
2025-01-15,Wednesday,Master Canteen,Cloudy,None,80,76,None,0,0.0
2025-08-14,Thursday,Master Canteen,Foggy,None,88,92,None,0,0.0
2025-05-05,Monday,Rasulgarh,Foggy,None,85,80,None,0,0.0
2025-02-20,Thursday,Khandagiri,Rainy,None,71,72,None,0,0.0
2025-01-24,Friday,Khandagiri,Foggy,None,81,86,VIP Convoy,21,16.8
2025-04-23,Wednesday,Khandagiri,Rainy,None,78,73,None,0,0.0
2025-03-24,Monday,Kalpana Square,Foggy,None,75,79,None,0,0.0
2025-07-03,Thursday,Khandagiri,Rainy,Rath Yatra,94,97,None,0,0.0
2025-04-09,Wednesday,Jaydev Vihar,Cloudy,None,70,71,None,0,0.0
2025-04-29,Tuesday,Master Canteen,Sunny,None,96,100,Construction Work,8,6.4
2025-08-09,Saturday,Khandagiri,Humid,None,67,70,None,0,0.0
2025-01-19,Sunday,Khandagiri,Sunny,None,87,91,Bad Roads,8,6.4
2025-09-01,Monday,Airport Road,Humid,None,67,66,Political Rally,13,10.4
2025-08-27,Wednesday,Rasulgarh,Humid,None,90,88,Political Rally,12,9.6
2025-02-09,Sunday,Kalpana Square,Sunny,None,85,90,Construction Work,12,9.6
2025-03-30,Sunday,Airport Road,Cloudy,None,80,84,Political Rally,10,8.0
2025-05-03,Saturday,Jaydev Vihar,Foggy,None,89,84,None,0,0.0
2025-04-26,Saturday,Kalpana Square,Sunny,None,87,82,Sports Event,9,7.2
2025-09-04,Thursday,Kalpana Square,Sunny,None,65,63,None,0,0.0
2025-03-30,Sunday,Kalpana Square,Sunny,None,73,71,None,0,0.0
2025-03-28,Friday,Rasulgarh,Rainy,None,103,98,Accident,20,16.0
2025-06-02,Monday,Kalpana Square,Humid,None,65,70,None,0,0.0
2025-01-02,Thursday,Rasulgarh,Foggy,None,80,78,None,0,0.0
2025-03-08,Saturday,Khandagiri,Sunny,None,87,83,Political Rally,15,12.0
2025-06-18,Wednesday,Kalpana Square,Rainy,None,75,76,None,0,0.0
2025-05-30,Friday,Rasulgarh,Cloudy,None,75,70,None,0,0.0
2025-05-29,Thursday,Jaydev Vihar,Cloudy,None,83,86,Political Rally,18,14.4
2025-07-02,Wednesday,Airport Road,Foggy,Rath Yatra,73,68,None,0,0.0
2025-05-30,Friday,Jaydev Vihar,Humid,None,88,89,VIP Convoy,22,17.6
2025-04-14,Monday,Airport Road,Humid,None,67,69,Political Rally,12,9.6
2025-02-28,Friday,Rasulgarh,Humid,None,75,72,None,0,0.0
2025-05-22,Thursday,Rasulgarh,Cloudy,None,75,78,None,0,0.0
2025-07-17,Thursday,Jaydev Vihar,Foggy,None,79,78,None,0,0.0
2025-06-22,Sunday,Jaydev Vihar,Humid,None,89,89,Construction Work,8,6.4
2025-03-21,Friday,Khandagiri,Foggy,None,69,66,None,0,0.0
2025-08-16,Saturday,Airport Road,Cloudy,None,80,76,Sports Event,15,12.0
2025-05-04,Sunday,Airport Road,Humid,None,75,79,Accident,28,22.4
2025-02-13,Thursday,Kalpana Square,Cloudy,None,76,79,Construction Work,12,9.6
2025-07-27,Sunday,Khandagiri,Cloudy,None,70,73,None,0,0.0
2025-07-31,Thursday,Airport Road,Cloudy,None,50,53,None,0,0.0
2025-05-27,Tuesday,Master Canteen,Sunny,None,80,77,None,0,0.0
2025-06-25,Wednesday,Master Canteen,Cloudy,None,80,78,None,0,0.0
2025-06-15,Sunday,Rasulgarh,Sunny,None,82,85,None,0,0.0
2025-07-20,Sunday,Master Canteen,Rainy,None,126,100,Political Rally,20,16.0
2025-06-18,Wednesday,Khandagiri,Cloudy,None,60,65,None,0,0.0
2025-08-19,Tuesday,Rasulgarh,Foggy,None,84,86,None,0,0.0
2025-03-05,Wednesday,Kalpana Square,Cloudy,None,80,84,Accident,29,23.2
2025-03-12,Wednesday,Master Canteen,Humid,Holi,116,100,Political Rally,17,13.6
2025-07-10,Thursday,Airport Road,Cloudy,Rath Yatra,73,77,None,0,0.0
2025-08-06,Wednesday,Khandagiri,Foggy,None,70,75,None,0,0.0
2025-05-14,Wednesday,Rasulgarh,Sunny,None,75,77,None,0,0.0
2025-05-18,Sunday,Jaydev Vihar,Foggy,None,101,100,Sports Event,9,7.2
2025-03-29,Saturday,Master Canteen,Cloudy,None,93,90,None,0,0.0
2025-05-17,Saturday,Master Canteen,Rainy,None,103,100,None,0,0.0
2025-07-03,Thursday,Khandagiri,Sunny,None,60,58,None,0,0.0
2025-03-22,Saturday,Airport Road,Cloudy,Holi,86,85,None,0,0.0
2025-04-26,Saturday,Jaydev Vihar,Foggy,None,84,89,None,0,0.0
2025-01-18,Saturday,Khandagiri,Cloudy,None,85,88,Political Rally,16,12.8
2025-07-11,Friday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-05-27,Tuesday,Rasulgarh,Foggy,None,97,99,Political Rally,14,11.2
2025-05-20,Tuesday,Rasulgarh,Foggy,None,83,81,None,0,0.0
2025-02-23,Sunday,Airport Road,Rainy,None,90,93,VIP Convoy,16,12.8
2025-05-16,Friday,Master Canteen,Sunny,None,99,94,Accident,25,20.0
2025-01-13,Monday,Jaydev Vihar,Rainy,None,100,96,VIP Convoy,25,20.0
2025-01-08,Wednesday,Master Canteen,Sunny,None,92,91,Construction Work,7,5.6
2025-01-26,Sunday,Rasulgarh,Cloudy,None,98,94,Political Rally,18,14.4
2025-07-26,Saturday,Jaydev Vihar,Cloudy,None,76,80,None,0,0.0
2025-04-22,Tuesday,Khandagiri,Rainy,None,92,90,Sports Event,11,8.8
2025-05-15,Thursday,Kalpana Square,Rainy,None,91,91,Political Rally,14,11.2
2025-01-24,Friday,Jaydev Vihar,Rainy,None,81,80,None,0,0.0
2025-03-23,Sunday,Airport Road,Cloudy,None,56,58,None,0,0.0
2025-03-01,Saturday,Jaydev Vihar,Sunny,None,85,87,None,0,0.0
2025-06-27,Friday,Khandagiri,Foggy,None,76,76,Bad Roads,6,4.8
2025-04-23,Wednesday,Airport Road,Rainy,None,73,74,VIP Convoy,21,16.8
2025-04-30,Wednesday,Rasulgarh,Cloudy,None,75,78,None,0,0.0
2025-01-17,Friday,Kalpana Square,Sunny,None,65,62,None,0,0.0
2025-03-21,Friday,Khandagiri,Rainy,None,73,77,None,0,0.0
2025-03-16,Sunday,Kalpana Square,Sunny,None,75,75,None,0,0.0
2025-02-13,Thursday,Airport Road,Humid,None,50,49,None,0,0.0
2025-04-26,Saturday,Airport Road,Sunny,None,76,72,Political Rally,10,8.0
2025-01-27,Monday,Rasulgarh,Cloudy,None,75,71,None,0,0.0
2025-02-07,Friday,Kalpana Square,Foggy,None,85,83,Accident,24,19.2
2025-01-04,Saturday,Khandagiri,Humid,None,75,77,Construction Work,6,4.8
2025-05-18,Sunday,Rasulgarh,Sunny,None,84,86,None,0,0.0
2025-02-21,Friday,Kalpana Square,Sunny,None,65,63,None,0,0.0
2025-03-15,Saturday,Master Canteen,Cloudy,Holi,108,100,None,0,0.0
2025-03-08,Saturday,Khandagiri,Humid,None,84,89,Construction Work,6,4.8
2025-05-30,Friday,Airport Road,Sunny,None,50,53,None,0,0.0
2025-01-04,Saturday,Airport Road,Humid,None,61,58,None,0,0.0
2025-05-13,Tuesday,Khandagiri,Humid,None,76,79,Political Rally,16,12.8
2025-03-12,Wednesday,Airport Road,Foggy,None,56,54,None,0,0.0
2025-02-13,Thursday,Kalpana Square,Rainy,None,84,82,None,0,0.0
2025-05-24,Saturday,Rasulgarh,Rainy,None,100,95,None,0,0.0
2025-07-19,Saturday,Jaydev Vihar,Foggy,None,87,85,None,0,0.0
2025-09-05,Friday,Kalpana Square,Cloudy,None,83,80,Political Rally,10,8.0
2025-07-11,Friday,Airport Road,Cloudy,None,61,58,Construction Work,12,9.6
2025-08-11,Monday,Kalpana Square,Cloudy,None,65,66,None,0,0.0
2025-06-08,Sunday,Rasulgarh,Foggy,None,97,92,None,0,0.0
2025-04-10,Thursday,Khandagiri,Foggy,None,77,82,Accident,23,18.4
2025-07-16,Wednesday,Airport Road,Sunny,None,50,50,None,0,0.0
2025-07-11,Friday,Rasulgarh,Cloudy,None,90,91,Political Rally,19,15.2
2025-09-07,Sunday,Master Canteen,Foggy,None,108,100,Construction Work,5,4.0
2025-09-06,Saturday,Airport Road,Foggy,None,61,63,None,0,0.0
2025-07-06,Sunday,Airport Road,Rainy,None,72,70,None,0,0.0
2025-08-28,Thursday,Khandagiri,Rainy,None,89,86,Political Rally,20,16.0
2025-09-05,Friday,Airport Road,Rainy,None,82,81,Political Rally,12,9.6
2025-01-06,Monday,Rasulgarh,Cloudy,None,75,72,None,0,0.0
2025-01-23,Thursday,Jaydev Vihar,Humid,None,88,88,Bad Roads,10,8.0
2025-04-08,Tuesday,Master Canteen,Rainy,None,117,100,Construction Work,7,5.6
2025-01-06,Monday,Jaydev Vihar,Sunny,None,70,75,None,0,0.0
2025-09-08,Monday,Airport Road,Sunny,None,50,50,None,0,0.0
2025-05-14,Wednesday,Airport Road,Cloudy,None,50,55,None,0,0.0
2025-05-29,Thursday,Airport Road,Humid,None,50,46,None,0,0.0
2025-08-22,Friday,Master Canteen,Foggy,Independence Day,112,100,None,0,0.0
2025-06-04,Wednesday,Kalpana Square,Rainy,None,98,100,Accident,22,17.6
2025-01-12,Sunday,Khandagiri,Humid,None,69,68,None,0,0.0
2025-04-25,Friday,Airport Road,Humid,None,50,45,None,0,0.0
2025-05-21,Wednesday,Jaydev Vihar,Sunny,None,70,68,None,0,0.0
2025-03-20,Thursday,Jaydev Vihar,Humid,None,70,75,None,0,0.0
2025-08-28,Thursday,Master Canteen,Cloudy,None,80,76,None,0,0.0
2025-01-21,Tuesday,Kalpana Square,Humid,None,65,65,None,0,0.0
2025-05-30,Friday,Rasulgarh,Rainy,None,93,96,None,0,0.0
2025-02-02,Sunday,Rasulgarh,Sunny,None,84,86,None,0,0.0
2025-02-20,Thursday,Kalpana Square,Foggy,None,88,86,Sports Event,13,10.4
2025-03-13,Thursday,Master Canteen,Foggy,Holi,106,100,None,0,0.0
2025-01-17,Friday,Rasulgarh,Foggy,None,81,78,None,0,0.0
2025-02-02,Sunday,Jaydev Vihar,Foggy,None,101,100,Construction Work,7,5.6
2025-07-03,Thursday,Master Canteen,Foggy,None,86,85,None,0,0.0
2025-01-25,Saturday,Khandagiri,Cloudy,None,73,77,None,0,0.0
2025-04-25,Friday,Kalpana Square,Foggy,None,70,71,None,0,0.0
2025-02-05,Wednesday,Rasulgarh,Sunny,None,75,73,None,0,0.0
2025-08-16,Saturday,Khandagiri,Foggy,None,93,97,VIP Convoy,25,20.0
2025-03-23,Sunday,Kalpana Square,Foggy,None,80,77,None,0,0.0
2025-02-21,Friday,Rasulgarh,Humid,None,75,70,None,0,0.0
2025-06-08,Sunday,Rasulgarh,Foggy,None,91,88,None,0,0.0
2025-01-12,Sunday,Jaydev Vihar,Cloudy,None,78,83,None,0,0.0
2025-01-09,Thursday,Master Canteen,Humid,None,80,85,None,0,0.0
2025-02-02,Sunday,Master Canteen,Foggy,None,92,97,None,0,0.0
2025-05-28,Wednesday,Master Canteen,Cloudy,None,80,77,None,0,0.0
2025-01-09,Thursday,Rasulgarh,Foggy,None,83,87,None,0,0.0
2025-01-02,Thursday,Kalpana Square,Cloudy,None,65,64,None,0,0.0
2025-06-10,Tuesday,Jaydev Vihar,Foggy,None,77,77,None,0,0.0
2025-03-19,Wednesday,Airport Road,Rainy,None,68,66,None,0,0.0
2025-02-11,Tuesday,Rasulgarh,Rainy,None,90,85,None,0,0.0
2025-01-20,Monday,Khandagiri,Sunny,None,74,78,VIP Convoy,16,12.8
2025-09-04,Thursday,Rasulgarh,Foggy,None,84,82,None,0,0.0
2025-05-13,Tuesday,Rasulgarh,Rainy,None,95,93,None,0,0.0
2025-01-28,Tuesday,Khandagiri,Sunny,None,60,63,None,0,0.0
2025-04-17,Thursday,Kalpana Square,Humid,None,76,73,Construction Work,6,4.8
2025-01-26,Sunday,Rasulgarh,Rainy,None,114,100,Construction Work,10,8.0
2025-07-31,Thursday,Kalpana Square,Foggy,Rath Yatra,114,100,Political Rally,13,10.4
2025-07-23,Wednesday,Jaydev Vihar,Foggy,None,99,95,Political Rally,11,8.8
2025-01-11,Saturday,Jaydev Vihar,Sunny,None,94,90,Bad Roads,9,7.2
2025-02-24,Monday,Khandagiri,Foggy,None,70,73,None,0,0.0
2025-03-05,Wednesday,Kalpana Square,Cloudy,None,65,66,None,0,0.0
2025-04-28,Monday,Kalpana Square,Cloudy,None,65,66,None,0,0.0
2025-08-04,Monday,Airport Road,Rainy,None,61,57,None,0,0.0
2025-03-29,Saturday,Khandagiri,Humid,None,73,71,None,0,0.0
2025-06-22,Sunday,Airport Road,Cloudy,None,61,60,None,0,0.0
2025-08-22,Friday,Master Canteen,Rainy,Independence Day,127,100,Accident,20,16.0
2025-04-29,Tuesday,Rasulgarh,Cloudy,None,75,74,None,0,0.0
2025-04-26,Saturday,Khandagiri,Rainy,None,81,81,None,0,0.0
2025-02-10,Monday,Master Canteen,Rainy,None,91,92,None,0,0.0
2025-02-17,Monday,Khandagiri,Foggy,None,81,80,Accident,27,21.6
2025-02-11,Tuesday,Airport Road,Foggy,None,56,51,None,0,0.0
2025-03-21,Friday,Jaydev Vihar,Foggy,None,80,79,None,0,0.0
2025-08-22,Friday,Kalpana Square,Humid,None,75,79,Sports Event,14,11.2
2025-02-01,Saturday,Khandagiri,Humid,None,74,69,None,0,0.0
2025-01-26,Sunday,Kalpana Square,Foggy,None,86,90,None,0,0.0
2025-04-20,Sunday,Khandagiri,Foggy,None,84,84,None,0,0.0
2025-02-12,Wednesday,Jaydev Vihar,Foggy,None,79,78,None,0,0.0
2025-06-01,Sunday,Master Canteen,Cloudy,None,91,89,None,0,0.0
2025-08-06,Wednesday,Airport Road,Rainy,None,64,65,None,0,0.0
2025-03-28,Friday,Master Canteen,Cloudy,None,80,77,None,0,0.0
2025-04-06,Sunday,Airport Road,Cloudy,None,55,55,None,0,0.0
2025-02-13,Thursday,Rasulgarh,Humid,None,75,77,None,0,0.0
2025-04-03,Thursday,Jaydev Vihar,Sunny,None,70,66,None,0,0.0
2025-04-17,Thursday,Khandagiri,Sunny,None,60,63,None,0,0.0
2025-04-30,Wednesday,Kalpana Square,Cloudy,None,65,61,None,0,0.0
2025-08-19,Tuesday,Rasulgarh,Sunny,None,75,72,None,0,0.0
2025-05-22,Thursday,Rasulgarh,Humid,None,91,95,Bad Roads,8,6.4
2025-03-16,Sunday,Kalpana Square,Rainy,None,90,88,None,0,0.0
2025-06-30,Monday,Kalpana Square,Cloudy,None,65,70,None,0,0.0
2025-03-28,Friday,Kalpana Square,Cloudy,None,78,77,Accident,27,21.6
2025-06-08,Sunday,Master Canteen,Humid,None,86,82,None,0,0.0
2025-08-23,Saturday,Kalpana Square,Cloudy,None,73,70,None,0,0.0
2025-03-02,Sunday,Master Canteen,Cloudy,None,91,94,None,0,0.0
2025-06-17,Tuesday,Rasulgarh,Humid,None,93,91,Construction Work,10,8.0
2025-01-25,Saturday,Khandagiri,Foggy,None,75,70,None,0,0.0
2025-03-16,Sunday,Airport Road,Cloudy,Holi,94,97,Bad Roads,5,4.0
2025-02-03,Monday,Rasulgarh,Rainy,None,106,100,VIP Convoy,21,16.8
2025-02-10,Monday,Kalpana Square,Foggy,None,92,89,Political Rally,13,10.4
2025-03-09,Sunday,Airport Road,Humid,None,74,78,Accident,27,21.6
2025-08-22,Friday,Khandagiri,Foggy,None,66,61,None,0,0.0
2025-02-13,Thursday,Airport Road,Rainy,None,62,60,None,0,0.0
2025-02-15,Saturday,Master Canteen,Foggy,None,94,94,None,0,0.0
2025-08-09,Saturday,Rasulgarh,Rainy,Independence Day,118,100,None,0,0.0
2025-04-15,Tuesday,Kalpana Square,Sunny,None,65,62,None,0,0.0
2025-08-14,Thursday,Khandagiri,Foggy,None,83,81,Bad Roads,6,4.8
2025-02-10,Monday,Khandagiri,Humid,None,60,58,None,0,0.0
2025-03-16,Sunday,Master Canteen,Foggy,None,91,96,None,0,0.0
2025-08-05,Tuesday,Airport Road,Foggy,Independence Day,73,69,None,0,0.0
2025-07-07,Monday,Rasulgarh,Rainy,Rath Yatra,116,100,None,0,0.0
2025-05-01,Thursday,Kalpana Square,Rainy,None,103,100,Accident,23,18.4
2025-07-27,Sunday,Khandagiri,Cloudy,None,87,84,Sports Event,15,12.0
2025-02-14,Friday,Master Canteen,Cloudy,None,80,85,None,0,0.0
2025-08-25,Monday,Kalpana Square,Rainy,None,101,99,Sports Event,9,7.2
2025-05-20,Tuesday,Khandagiri,Cloudy,None,60,61,None,0,0.0
2025-08-19,Tuesday,Airport Road,Foggy,None,71,69,Bad Roads,8,6.4
2025-02-24,Monday,Master Canteen,Sunny,None,96,96,Accident,21,16.8
2025-02-25,Tuesday,Airport Road,Cloudy,None,50,48,None,0,0.0
2025-04-29,Tuesday,Khandagiri,Foggy,None,67,68,None,0,0.0
2025-06-18,Wednesday,Jaydev Vihar,Sunny,None,70,65,None,0,0.0
2025-06-01,Sunday,Rasulgarh,Rainy,None,103,99,None,0,0.0
2025-01-30,Thursday,Jaydev Vihar,Cloudy,None,89,94,Sports Event,11,8.8
2025-04-12,Saturday,Khandagiri,Sunny,None,66,69,None,0,0.0
2025-02-04,Tuesday,Airport Road,Humid,None,50,55,None,0,0.0
2025-01-06,Monday,Airport Road,Rainy,None,64,66,None,0,0.0
2025-01-25,Saturday,Kalpana Square,Humid,None,72,67,None,0,0.0
2025-01-23,Thursday,Khandagiri,Humid,None,60,56,None,0,0.0
2025-03-02,Sunday,Airport Road,Sunny,Holi,78,82,None,0,0.0
2025-03-22,Saturday,Jaydev Vihar,Foggy,None,92,94,None,0,0.0
2025-04-02,Wednesday,Airport Road,Foggy,None,60,61,None,0,0.0
2025-02-23,Sunday,Khandagiri,Humid,None,90,90,VIP Convoy,21,16.8
2025-02-26,Wednesday,Kalpana Square,Humid,None,65,64,None,0,0.0
2025-05-06,Tuesday,Airport Road,Sunny,None,50,48,None,0,0.0
2025-09-07,Sunday,Jaydev Vihar,Rainy,None,93,89,None,0,0.0
2025-07-01,Tuesday,Master Canteen,Rainy,None,93,92,None,0,0.0
2025-02-01,Saturday,Airport Road,Humid,None,67,72,Bad Roads,10,8.0
2025-06-17,Tuesday,Airport Road,Sunny,None,64,59,Political Rally,18,14.4
2025-07-01,Tuesday,Jaydev Vihar,Cloudy,None,70,66,None,0,0.0
2025-01-11,Saturday,Airport Road,Sunny,None,61,56,None,0,0.0
2025-01-21,Tuesday,Kalpana Square,Sunny,None,65,61,None,0,0.0
2025-04-21,Monday,Jaydev Vihar,Cloudy,None,82,77,Sports Event,10,8.0
2025-07-16,Wednesday,Airport Road,Cloudy,Rath Yatra,66,64,None,0,0.0
2025-04-05,Saturday,Master Canteen,Rainy,None,98,99,None,0,0.0
2025-08-01,Friday,Master Canteen,Humid,None,95,93,Political Rally,17,13.6
2025-01-15,Wednesday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-05-07,Wednesday,Rasulgarh,Sunny,None,75,79,None,0,0.0
2025-05-19,Monday,Rasulgarh,Foggy,None,81,81,None,0,0.0
2025-03-29,Saturday,Master Canteen,Foggy,None,94,95,None,0,0.0
2025-08-25,Monday,Khandagiri,Humid,None,60,63,None,0,0.0
2025-08-12,Tuesday,Rasulgarh,Sunny,None,75,74,None,0,0.0
2025-05-01,Thursday,Khandagiri,Foggy,None,69,69,None,0,0.0
2025-08-14,Thursday,Airport Road,Cloudy,None,50,47,None,0,0.0
2025-03-20,Thursday,Kalpana Square,Sunny,None,81,79,Political Rally,14,11.2
2025-05-11,Sunday,Airport Road,Foggy,None,88,93,Construction Work,7,5.6
2025-09-03,Wednesday,Khandagiri,Foggy,None,66,64,None,0,0.0
2025-07-27,Sunday,Airport Road,Rainy,None,86,84,Construction Work,10,8.0
2025-01-06,Monday,Kalpana Square,Rainy,None,75,71,None,0,0.0
2025-06-07,Saturday,Jaydev Vihar,Humid,None,77,81,None,0,0.0
2025-06-18,Wednesday,Kalpana Square,Sunny,None,65,70,None,0,0.0
2025-05-01,Thursday,Airport Road,Rainy,None,83,82,Sports Event,11,8.8
2025-03-02,Sunday,Rasulgarh,Humid,None,80,77,None,0,0.0
2025-06-28,Saturday,Master Canteen,Foggy,None,103,100,None,0,0.0
2025-04-05,Saturday,Kalpana Square,Foggy,None,86,83,None,0,0.0
2025-04-05,Saturday,Khandagiri,Sunny,None,80,75,Political Rally,11,8.8
2025-04-11,Friday,Jaydev Vihar,Cloudy,None,70,71,None,0,0.0
2025-02-08,Saturday,Master Canteen,Sunny,None,94,90,None,0,0.0
2025-03-02,Sunday,Kalpana Square,Foggy,None,77,75,None,0,0.0
2025-02-17,Monday,Rasulgarh,Sunny,None,75,70,None,0,0.0
2025-02-24,Monday,Master Canteen,Sunny,None,80,78,None,0,0.0
2025-02-23,Sunday,Kalpana Square,Foggy,None,87,89,None,0,0.0
2025-07-21,Monday,Jaydev Vihar,Cloudy,Rath Yatra,101,100,Bad Roads,7,5.6
2025-07-28,Monday,Master Canteen,Humid,None,80,85,None,0,0.0
2025-04-27,Sunday,Jaydev Vihar,Cloudy,None,94,97,Political Rally,13,10.4
2025-08-17,Sunday,Khandagiri,Humid,None,75,70,None,0,0.0
2025-04-15,Tuesday,Kalpana Square,Rainy,None,82,82,None,0,0.0
2025-08-23,Saturday,Kalpana Square,Cloudy,Independence Day,97,95,None,0,0.0
2025-04-24,Thursday,Airport Road,Humid,None,62,61,Accident,21,16.8
2025-04-30,Wednesday,Jaydev Vihar,Rainy,None,83,85,None,0,0.0
2025-06-22,Sunday,Khandagiri,Sunny,None,69,70,None,0,0.0
2025-02-21,Friday,Kalpana Square,Foggy,None,89,91,Sports Event,10,8.0
2025-01-12,Sunday,Master Canteen,Rainy,None,115,100,VIP Convoy,17,13.6
2025-06-19,Thursday,Rasulgarh,Foggy,None,101,100,Political Rally,17,13.6
2025-08-20,Wednesday,Airport Road,Foggy,Independence Day,83,80,None,0,0.0
2025-05-04,Sunday,Jaydev Vihar,Foggy,None,91,96,None,0,0.0
2025-05-27,Tuesday,Master Canteen,Cloudy,None,80,82,None,0,0.0
2025-02-08,Saturday,Airport Road,Sunny,None,73,77,Accident,20,16.0
2025-05-27,Tuesday,Rasulgarh,Rainy,None,112,100,Construction Work,10,8.0
2025-01-31,Friday,Kalpana Square,Humid,None,65,68,None,0,0.0
2025-03-28,Friday,Rasulgarh,Foggy,None,82,81,None,0,0.0
2025-02-17,Monday,Airport Road,Sunny,None,62,64,Accident,22,17.6
2025-02-15,Saturday,Kalpana Square,Foggy,None,88,85,None,0,0.0
2025-04-18,Friday,Khandagiri,Rainy,None,77,81,None,0,0.0
2025-07-23,Wednesday,Khandagiri,Sunny,None,60,64,None,0,0.0
2025-03-26,Wednesday,Master Canteen,Humid,None,95,94,Accident,27,21.6
2025-05-18,Sunday,Master Canteen,Rainy,None,105,100,None,0,0.0
2025-02-04,Tuesday,Airport Road,Cloudy,None,50,55,None,0,0.0
2025-07-09,Wednesday,Airport Road,Cloudy,None,69,72,Accident,27,21.6
2025-03-22,Saturday,Rasulgarh,Foggy,None,102,100,Construction Work,11,8.8
2025-07-05,Saturday,Master Canteen,Humid,None,101,100,Political Rally,13,10.4
2025-08-15,Friday,Jaydev Vihar,Foggy,None,78,79,None,0,0.0
2025-07-28,Monday,Khandagiri,Sunny,None,73,75,Construction Work,6,4.8
2025-01-30,Thursday,Jaydev Vihar,Cloudy,None,88,92,Political Rally,11,8.8
2025-02-09,Sunday,Airport Road,Sunny,None,78,77,Construction Work,12,9.6
2025-06-21,Saturday,Khandagiri,Sunny,None,68,65,None,0,0.0
2025-06-07,Saturday,Khandagiri,Foggy,None,80,83,None,0,0.0
2025-04-12,Saturday,Rasulgarh,Foggy,None,94,92,None,0,0.0
2025-09-02,Tuesday,Master Canteen,Rainy,None,108,100,Bad Roads,5,4.0
2025-03-06,Thursday,Rasulgarh,Humid,None,75,77,None,0,0.0
2025-04-15,Tuesday,Airport Road,Sunny,None,50,55,None,0,0.0
2025-09-04,Thursday,Jaydev Vihar,Cloudy,None,70,69,None,0,0.0
2025-04-10,Thursday,Master Canteen,Humid,None,80,82,None,0,0.0
2025-06-12,Thursday,Khandagiri,Sunny,None,60,64,None,0,0.0
2025-04-14,Monday,Jaydev Vihar,Rainy,None,89,90,None,0,0.0
2025-05-05,Monday,Airport Road,Humid,None,60,61,Political Rally,19,15.2
2025-03-21,Friday,Airport Road,Humid,None,50,55,None,0,0.0
2025-06-23,Monday,Jaydev Vihar,Humid,None,84,81,Political Rally,19,15.2
2025-06-29,Sunday,Khandagiri,Sunny,None,86,85,VIP Convoy,20,16.0
